user_id,age_group,skin_type,acne_type,acne_severity,breakout_location,product_sensitivity,allergen,skin_concern,humidity,pollution,temperature,hormonal_phase,recommended_treatment
U0877,13-17,Combination,Cyst,Mild,Jawline and chin,Rarely reacts,Fragrance,Dark spots/Uneven tone,Medium,Medium,Moderate,Luteal,Retinoid Treatment
U0774,35-44,Combination,Cyst,Moderate,All over face,Sometimes reacts,Fragrance,Oily/Shiny skin,Medium,Low,Moderate,Ovulation,Retinoid Treatment
U0005,45+,Dry,Pustules,Moderate,T-Zone (forehead/nose),Often reacts,Alcohol,Dryness or flakiness,Low,Low,Cold,None,Soothing Cleanser
U1004,35-44,Dry,Papules,Moderate,Jawline and chin,Rarely reacts,Fragrance,Dark spots/Uneven tone,High,Medium,Cold,Follicular,Niacinamide Serum
U1330,13-17,Dry,Papules,Moderate,Jawline and chin,Often reacts,None,Dryness or flakiness,Low,Low,Cold,Follicular,Soothing Cleanser
U0264,35-44,Dry,Blackheads,Mild,T-Zone (forehead/nose),Often reacts,None,Large pores,Low,High,Hot,Follicular,Soothing Cleanser
U1209,35-44,Sensitive,Cyst,Mild,Jawline and chin,Often reacts,None,Anti-aging,Low,Medium,Moderate,None,Retinoid Treatment
U1399,18-24,Dry,Blackheads,Mild,Jawline and chin,Sometimes reacts,Alcohol,Large pores,Low,Low,Cold,None,Niacinamide Serum
U0444,45+,Normal,Papules,Moderate,All over face,Sometimes reacts,Parabens,Large pores,Low,Low,Moderate,Luteal,Niacinamide Serum
U1003,13-17,Dry,Pustules,Mild,All over face,Often reacts,None,Large pores,Medium,Low,Hot,None,Soothing Cleanser
U1078,18-24,Combination,Cyst,Severe,T-Zone (forehead/nose),Sometimes reacts,Parabens,Dark spots/Uneven tone,Low,High,Cold,Follicular,Retinoid Treatment
U0838,35-44,Combination,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Alcohol,Dark spots/Uneven tone,High,Medium,Cold,Luteal,Niacinamide Serum
U1369,45+,Combination,Blackheads,Mild,All over face,Sometimes reacts,Fragrance,Anti-aging,Low,High,Moderate,Follicular,BHA Exfoliant
U0305,25-34,Dry,Papules,Severe,Cheeks and jawline,Rarely reacts,Fragrance,Dryness or flakiness,Medium,Low,Hot,Ovulation,Retinoid Treatment
U1199,18-24,Dry,Blackheads,Mild,All over face,Often reacts,Alcohol,Dark spots/Uneven tone,Low,Medium,Cold,None,Soothing Cleanser
U0314,13-17,Oily,Blackheads,Mild,T-Zone (forehead/nose),Rarely reacts,None,Large pores,Low,High,Cold,Menstrual,Niacinamide Serum
U0150,25-34,Combination,Blackheads,Moderate,T-Zone (forehead/nose),Sometimes reacts,Parabens,Dark spots/Uneven tone,High,Medium,Moderate,Menstrual,Niacinamide Serum
U1149,35-44,Oily,Cyst,Moderate,Cheeks and jawline,Rarely reacts,None,Oily/Shiny skin,High,Medium,Hot,Follicular,Benzoyl Peroxide Treatment
U0575,18-24,Oily,Blackheads,Mild,All over face,Sometimes reacts,Parabens,Anti-aging,Low,Low,Cold,Menstrual,Niacinamide Serum
U0051,35-44,Dry,Papules,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Large pores,High,Low,Cold,Luteal,Niacinamide Serum
U1223,18-24,Sensitive,Pustules,Severe,Cheeks and jawline,Rarely reacts,Parabens,Dark spots/Uneven tone,High,Low,Cold,None,Retinoid Treatment
U0727,45+,Oily,Cyst,Moderate,Jawline and chin,Rarely reacts,Sulfates,Anti-aging,Low,Low,Hot,Follicular,Retinoid Treatment
U0834,35-44,Oily,Papules,Severe,All over face,Often reacts,None,Large pores,Low,High,Moderate,Luteal,Retinoid Treatment
U1116,18-24,Dry,Cyst,Severe,All over face,Often reacts,Parabens,Anti-aging,Medium,Low,Moderate,None,Retinoid Treatment
U1167,45+,Sensitive,Cyst,Severe,Jawline and chin,Rarely reacts,Alcohol,Dryness or flakiness,High,Low,Hot,None,Retinoid Treatment
U0471,25-34,Oily,Whiteheads,Moderate,T-Zone (forehead/nose),Often reacts,None,Dryness or flakiness,Low,High,Moderate,None,Soothing Cleanser
U0972,13-17,Combination,Whiteheads,Mild,T-Zone (forehead/nose),Often reacts,Alcohol,Acne and breakouts,Low,Low,Cold,Luteal,Soothing Cleanser
U0654,13-17,Sensitive,Pustules,Moderate,Cheeks and jawline,Often reacts,Fragrance,Large pores,High,High,Cold,Follicular,Soothing Cleanser
U0400,25-34,Normal,Papules,Moderate,Cheeks and jawline,Sometimes reacts,Parabens,Dryness or flakiness,High,High,Cold,None,Salicylic Acid Cleanser
U0512,25-34,Sensitive,Cyst,Severe,All over face,Sometimes reacts,None,Large pores,High,Medium,Cold,None,Benzoyl Peroxide Treatment
U0321,18-24,Oily,Blackheads,Moderate,Jawline and chin,Sometimes reacts,Sulfates,Acne and breakouts,Medium,Medium,Moderate,Follicular,Niacinamide Serum
U0020,35-44,Dry,Papules,Mild,T-Zone (forehead/nose),Sometimes reacts,None,Acne and breakouts,Low,High,Hot,Follicular,Gentle Hydrating Cleanser
U0685,45+,Dry,Blackheads,Moderate,Jawline and chin,Sometimes reacts,Parabens,Dark spots/Uneven tone,Medium,High,Hot,None,Niacinamide Serum
U0036,35-44,Normal,Whiteheads,Mild,All over face,Often reacts,Fragrance,Dryness or flakiness,Low,High,Moderate,Luteal,Soothing Cleanser
U0903,18-24,Oily,Papules,Severe,Cheeks and jawline,Sometimes reacts,Parabens,Oily/Shiny skin,Medium,High,Moderate,Menstrual,Retinoid Treatment
U0828,18-24,Combination,Blackheads,Mild,Jawline and chin,Rarely reacts,None,Large pores,Medium,High,Cold,None,Niacinamide Serum
U1374,25-34,Sensitive,Pustules,Severe,Jawline and chin,Rarely reacts,Alcohol,Anti-aging,Low,Medium,Hot,Menstrual,Retinoid Treatment
U0408,35-44,Dry,Blackheads,Moderate,T-Zone (forehead/nose),Often reacts,Parabens,Large pores,High,Low,Hot,None,Soothing Cleanser
U0921,25-34,Dry,Blackheads,Mild,Cheeks and jawline,Rarely reacts,Fragrance,Oily/Shiny skin,Medium,Low,Hot,None,Gentle Hydrating Cleanser
U0538,35-44,Combination,Pustules,Moderate,T-Zone (forehead/nose),Rarely reacts,Fragrance,Large pores,High,Medium,Cold,None,Oil Control Moisturizer
U0759,18-24,Oily,Whiteheads,Mild,Cheeks and jawline,Rarely reacts,None,Acne and breakouts,Medium,Medium,Cold,Luteal,Niacinamide Serum
U1063,45+,Combination,Cyst,Moderate,T-Zone (forehead/nose),Often reacts,Sulfates,Dark spots/Uneven tone,Medium,Low,Hot,Follicular,Retinoid Treatment
U0246,25-34,Normal,Cyst,Severe,T-Zone (forehead/nose),Rarely reacts,Alcohol,Dryness or flakiness,Low,Low,Moderate,Luteal,Retinoid Treatment
U1128,45+,Sensitive,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Dark spots/Uneven tone,High,Low,Cold,Menstrual,Soothing Cleanser
U0785,18-24,Combination,Blackheads,Mild,Jawline and chin,Sometimes reacts,Alcohol,Acne and breakouts,Low,High,Moderate,Luteal,Niacinamide Serum
U0490,45+,Combination,Blackheads,Mild,Jawline and chin,Rarely reacts,Alcohol,Oily/Shiny skin,High,Low,Hot,None,Niacinamide Serum
U0155,18-24,Sensitive,Cyst,Severe,All over face,Sometimes reacts,Parabens,Acne and breakouts,High,Low,Hot,Menstrual,Retinoid Treatment
U0962,35-44,Oily,Blackheads,Moderate,All over face,Often reacts,Alcohol,Anti-aging,Medium,Medium,Moderate,Luteal,Soothing Cleanser
U0854,25-34,Normal,Papules,Moderate,Cheeks and jawline,Rarely reacts,Fragrance,Anti-aging,Low,Low,Cold,Luteal,Niacinamide Serum
U0626,13-17,Normal,Papules,Mild,Cheeks and jawline,Rarely reacts,Alcohol,Dryness or flakiness,Low,High,Cold,None,Gentle Hydrating Cleanser
U0686,45+,Dry,Cyst,Severe,Jawline and chin,Rarely reacts,Parabens,Acne and breakouts,Low,High,Moderate,None,Retinoid Treatment
U0570,18-24,Sensitive,Pustules,Mild,T-Zone (forehead/nose),Sometimes reacts,None,Acne and breakouts,Low,High,Hot,Menstrual,Soothing Cleanser
U1456,13-17,Oily,Papules,Moderate,All over face,Rarely reacts,Alcohol,Anti-aging,Medium,Medium,Cold,Menstrual,Niacinamide Serum
U0018,45+,Normal,Blackheads,Mild,Jawline and chin,Often reacts,Parabens,Dark spots/Uneven tone,Low,Low,Cold,Luteal,Soothing Cleanser
U0128,13-17,Combination,Papules,Mild,All over face,Often reacts,Fragrance,Large pores,High,High,Moderate,Ovulation,Soothing Cleanser
U0928,25-34,Dry,Cyst,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Dryness or flakiness,Medium,Low,Cold,Follicular,Benzoyl Peroxide Treatment
U0981,25-34,Combination,Blackheads,Mild,T-Zone (forehead/nose),Rarely reacts,Fragrance,Dryness or flakiness,Medium,Low,Cold,Luteal,Niacinamide Serum
U1500,45+,Normal,Blackheads,Mild,Jawline and chin,Sometimes reacts,Parabens,Large pores,Low,Low,Cold,None,Niacinamide Serum
U0191,18-24,Sensitive,Cyst,Moderate,All over face,Often reacts,Fragrance,Dryness or flakiness,Medium,Low,Moderate,None,Retinoid Treatment
U1140,25-34,Combination,Pustules,Moderate,Jawline and chin,Rarely reacts,None,Oily/Shiny skin,High,High,Hot,Ovulation,Niacinamide Serum
U0993,35-44,Oily,Cyst,Severe,All over face,Rarely reacts,None,Dark spots/Uneven tone,High,Low,Moderate,Follicular,Benzoyl Peroxide Treatment
U1494,45+,Oily,Blackheads,Mild,Cheeks and jawline,Rarely reacts,None,Acne and breakouts,Medium,High,Hot,None,BHA Exfoliant
U1279,18-24,Sensitive,Papules,Moderate,All over face,Sometimes reacts,Parabens,Dark spots/Uneven tone,Low,Medium,Hot,None,Soothing Cleanser
U0607,18-24,Sensitive,Papules,Mild,All over face,Rarely reacts,None,Large pores,Low,High,Moderate,Luteal,Soothing Cleanser
U0181,25-34,Normal,Cyst,Severe,Jawline and chin,Often reacts,Alcohol,Dryness or flakiness,High,Medium,Cold,Luteal,Retinoid Treatment
U0302,25-34,Dry,Whiteheads,Moderate,All over face,Often reacts,None,Oily/Shiny skin,Medium,Medium,Hot,None,Soothing Cleanser
U0497,35-44,Sensitive,Papules,Severe,T-Zone (forehead/nose),Rarely reacts,Parabens,Anti-aging,Medium,Medium,Hot,None,Retinoid Treatment
U1320,25-34,Oily,Blackheads,Mild,Jawline and chin,Sometimes reacts,Alcohol,Dryness or flakiness,High,Low,Moderate,None,Niacinamide Serum
U1284,35-44,Combination,Cyst,Moderate,Jawline and chin,Often reacts,Alcohol,Oily/Shiny skin,Medium,High,Cold,None,Retinoid Treatment
U0518,13-17,Dry,Papules,Moderate,All over face,Sometimes reacts,Fragrance,Oily/Shiny skin,Medium,Low,Moderate,Luteal,Niacinamide Serum
U1070,45+,Oily,Cyst,Severe,All over face,Often reacts,Parabens,Acne and breakouts,High,High,Moderate,Follicular,Retinoid Treatment
U0477,18-24,Dry,Blackheads,Mild,All over face,Often reacts,Parabens,Large pores,High,Low,Hot,None,Soothing Cleanser
U0158,25-34,Combination,Pustules,Moderate,T-Zone (forehead/nose),Rarely reacts,None,Dryness or flakiness,Medium,Low,Hot,Menstrual,Niacinamide Serum
U1196,18-24,Normal,Blackheads,Mild,All over face,Rarely reacts,Parabens,Anti-aging,High,Low,Hot,Follicular,Gentle Hydrating Cleanser
U0017,13-17,Oily,Papules,Mild,Cheeks and jawline,Often reacts,Fragrance,Dryness or flakiness,Low,High,Cold,Follicular,Soothing Cleanser
U1073,18-24,Dry,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Large pores,Medium,High,Hot,None,Niacinamide Serum
U0393,25-34,Sensitive,Cyst,Severe,Jawline and chin,Sometimes reacts,Sulfates,Dryness or flakiness,Medium,High,Cold,Menstrual,Retinoid Treatment
U0547,25-34,Sensitive,Cyst,Severe,All over face,Sometimes reacts,Sulfates,Oily/Shiny skin,Low,High,Hot,Luteal,Retinoid Treatment
U0659,18-24,Combination,Papules,Severe,Jawline and chin,Sometimes reacts,Sulfates,Anti-aging,Low,High,Cold,Luteal,Retinoid Treatment
U1253,35-44,Oily,Cyst,Severe,All over face,Often reacts,None,Acne and breakouts,High,Low,Hot,Menstrual,Retinoid Treatment
U1020,13-17,Normal,Cyst,Severe,T-Zone (forehead/nose),Rarely reacts,Fragrance,Oily/Shiny skin,Low,Low,Cold,None,Retinoid Treatment
U1285,35-44,Oily,Papules,Severe,Cheeks and jawline,Sometimes reacts,None,Anti-aging,Low,Medium,Hot,Ovulation,Benzoyl Peroxide Treatment
U0960,25-34,Dry,Pustules,Mild,Cheeks and jawline,Often reacts,Alcohol,Dryness or flakiness,Medium,Medium,Cold,Follicular,Soothing Cleanser
U1439,25-34,Normal,Papules,Severe,Jawline and chin,Rarely reacts,None,Large pores,High,Low,Moderate,Luteal,Benzoyl Peroxide Treatment
U0284,45+,Dry,Cyst,Severe,Jawline and chin,Often reacts,None,Large pores,Low,Medium,Hot,None,Retinoid Treatment
U0798,35-44,Oily,Cyst,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Anti-aging,High,Low,Cold,Menstrual,Retinoid Treatment
U0226,13-17,Normal,Cyst,Severe,All over face,Sometimes reacts,Fragrance,Acne and breakouts,Medium,Low,Moderate,Luteal,Retinoid Treatment
U0027,25-34,Oily,Papules,Moderate,Cheeks and jawline,Sometimes reacts,Sulfates,Oily/Shiny skin,Medium,High,Hot,Menstrual,Niacinamide Serum
U0438,13-17,Oily,Papules,Moderate,Cheeks and jawline,Sometimes reacts,Alcohol,Dryness or flakiness,Medium,High,Moderate,None,Salicylic Acid Cleanser
U1488,13-17,Dry,Blackheads,Moderate,All over face,Often reacts,None,Oily/Shiny skin,High,Medium,Cold,Ovulation,Soothing Cleanser
U0230,25-34,Combination,Papules,Moderate,All over face,Sometimes reacts,Alcohol,Acne and breakouts,Low,Medium,Moderate,Follicular,Salicylic Acid Cleanser
U0038,18-24,Combination,Cyst,Severe,Jawline and chin,Often reacts,Sulfates,Large pores,Medium,High,Cold,None,Retinoid Treatment
U0750,13-17,Dry,Blackheads,Mild,Jawline and chin,Often reacts,Alcohol,Oily/Shiny skin,Low,Medium,Moderate,Luteal,Soothing Cleanser
U1046,35-44,Dry,Blackheads,Moderate,Cheeks and jawline,Rarely reacts,Alcohol,Oily/Shiny skin,High,High,Cold,Follicular,Gentle Hydrating Cleanser
U0470,45+,Combination,Papules,Moderate,All over face,Sometimes reacts,None,Dark spots/Uneven tone,Low,High,Cold,Follicular,Salicylic Acid Cleanser
U1359,25-34,Sensitive,Pustules,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Dark spots/Uneven tone,Low,Medium,Moderate,Luteal,Soothing Cleanser
U0688,18-24,Normal,Blackheads,Mild,Jawline and chin,Sometimes reacts,None,Acne and breakouts,High,Low,Cold,None,Niacinamide Serum
U1408,35-44,Normal,Blackheads,Moderate,Cheeks and jawline,Rarely reacts,Sulfates,Dark spots/Uneven tone,Low,Low,Cold,None,Gentle Hydrating Cleanser
U0640,25-34,Combination,Blackheads,Mild,All over face,Often reacts,Fragrance,Large pores,Low,Low,Moderate,Follicular,Soothing Cleanser
U1323,13-17,Combination,Blackheads,Moderate,All over face,Often reacts,Alcohol,Dryness or flakiness,Low,Low,Hot,Ovulation,Soothing Cleanser
U1219,18-24,Normal,Blackheads,Moderate,T-Zone (forehead/nose),Rarely reacts,Sulfates,Large pores,Low,High,Hot,Luteal,Niacinamide Serum
U1278,13-17,Normal,Pustules,Mild,T-Zone (forehead/nose),Often reacts,Parabens,Large pores,High,Medium,Moderate,Follicular,Soothing Cleanser
U1393,13-17,Sensitive,Cyst,Severe,Jawline and chin,Sometimes reacts,None,Oily/Shiny skin,Medium,Low,Hot,Follicular,Benzoyl Peroxide Treatment
U0801,18-24,Sensitive,Blackheads,Moderate,Cheeks and jawline,Often reacts,Sulfates,Anti-aging,High,Medium,Cold,Menstrual,Soothing Cleanser
U0161,13-17,Dry,Papules,Moderate,All over face,Rarely reacts,Fragrance,Dark spots/Uneven tone,Medium,High,Hot,None,Gentle Hydrating Cleanser
U0957,35-44,Sensitive,Cyst,Severe,All over face,Rarely reacts,Parabens,Oily/Shiny skin,Low,Medium,Cold,Follicular,Retinoid Treatment
U1187,25-34,Sensitive,Blackheads,Moderate,All over face,Often reacts,Parabens,Oily/Shiny skin,High,Low,Moderate,Follicular,Soothing Cleanser
U0822,18-24,Dry,Pustules,Mild,Jawline and chin,Often reacts,None,Acne and breakouts,Medium,High,Cold,None,Soothing Cleanser
U1299,35-44,Oily,Papules,Moderate,All over face,Rarely reacts,Fragrance,Acne and breakouts,Low,Low,Cold,Follicular,Salicylic Acid Cleanser
U0878,18-24,Normal,Cyst,Severe,Cheeks and jawline,Often reacts,Sulfates,Acne and breakouts,Medium,High,Cold,Follicular,Retinoid Treatment
U0914,45+,Dry,Papules,Moderate,T-Zone (forehead/nose),Often reacts,None,Oily/Shiny skin,Low,Low,Cold,Menstrual,Soothing Cleanser
U0153,45+,Sensitive,Cyst,Severe,All over face,Rarely reacts,Fragrance,Acne and breakouts,High,High,Moderate,None,Retinoid Treatment
U1403,18-24,Dry,Blackheads,Mild,All over face,Rarely reacts,None,Dark spots/Uneven tone,Low,Medium,Cold,None,Gentle Hydrating Cleanser
U0510,35-44,Normal,Cyst,Severe,T-Zone (forehead/nose),Sometimes reacts,Parabens,Oily/Shiny skin,Low,High,Moderate,None,Retinoid Treatment
U1136,13-17,Dry,Whiteheads,Mild,T-Zone (forehead/nose),Sometimes reacts,None,Dryness or flakiness,Low,High,Hot,None,Gentle Hydrating Cleanser
U1251,13-17,Sensitive,Whiteheads,Moderate,Jawline and chin,Sometimes reacts,Parabens,Anti-aging,Medium,Low,Moderate,Follicular,Soothing Cleanser
U1286,45+,Dry,Papules,Moderate,Cheeks and jawline,Sometimes reacts,Sulfates,Dark spots/Uneven tone,Low,High,Cold,Luteal,Niacinamide Serum
U0104,25-34,Dry,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Alcohol,Oily/Shiny skin,High,Medium,Cold,None,Gentle Hydrating Cleanser
U0587,35-44,Normal,Pustules,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Dark spots/Uneven tone,Medium,High,Cold,None,Niacinamide Serum
U1357,25-34,Dry,Blackheads,Mild,All over face,Sometimes reacts,None,Large pores,Medium,High,Hot,Follicular,Gentle Hydrating Cleanser
U1144,18-24,Combination,Blackheads,Moderate,All over face,Often reacts,Parabens,Oily/Shiny skin,Low,Medium,Hot,Luteal,Soothing Cleanser
U0054,13-17,Dry,Blackheads,Severe,Cheeks and jawline,Often reacts,None,Oily/Shiny skin,Low,Low,Moderate,Menstrual,Retinoid Treatment
U0152,25-34,Combination,Papules,Mild,Jawline and chin,Rarely reacts,Parabens,Oily/Shiny skin,High,Medium,Moderate,Menstrual,Niacinamide Serum
U0404,18-24,Normal,Papules,Moderate,Cheeks and jawline,Often reacts,None,Acne and breakouts,High,Low,Cold,Follicular,Soothing Cleanser
U1485,25-34,Sensitive,Blackheads,Mild,Cheeks and jawline,Often reacts,Fragrance,Anti-aging,High,Low,Hot,Follicular,Soothing Cleanser
U0208,13-17,Normal,Cyst,Severe,Jawline and chin,Sometimes reacts,None,Large pores,Low,Medium,Cold,None,Benzoyl Peroxide Treatment
U1447,18-24,Combination,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Large pores,High,High,Hot,Ovulation,BHA Exfoliant
U1123,35-44,Sensitive,Cyst,Severe,Cheeks and jawline,Sometimes reacts,Sulfates,Large pores,Medium,Medium,Hot,Ovulation,Retinoid Treatment
U1347,35-44,Dry,Pustules,Moderate,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Acne and breakouts,High,Medium,Moderate,None,Gentle Hydrating Cleanser
U0009,18-24,Dry,Pustules,Moderate,All over face,Rarely reacts,None,Dark spots/Uneven tone,High,Medium,Moderate,Menstrual,Niacinamide Serum
U1015,45+,Normal,Cyst,Moderate,All over face,Often reacts,Sulfates,Large pores,High,Medium,Hot,Luteal,Retinoid Treatment
U1373,18-24,Sensitive,Papules,Severe,All over face,Often reacts,Sulfates,Dark spots/Uneven tone,Low,Medium,Cold,Luteal,Retinoid Treatment
U1061,35-44,Sensitive,Blackheads,Moderate,Jawline and chin,Rarely reacts,Parabens,Dryness or flakiness,Medium,High,Cold,Follicular,Soothing Cleanser
U0453,13-17,Normal,Whiteheads,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Anti-aging,Medium,Medium,Cold,Luteal,Niacinamide Serum
U0254,18-24,Dry,Papules,Mild,T-Zone (forehead/nose),Rarely reacts,Sulfates,Large pores,Medium,High,Hot,Menstrual,Niacinamide Serum
U0897,18-24,Sensitive,Cyst,Severe,Cheeks and jawline,Often reacts,Alcohol,Large pores,Medium,High,Cold,Menstrual,Retinoid Treatment
U1337,25-34,Dry,Whiteheads,Mild,All over face,Sometimes reacts,Parabens,Acne and breakouts,High,High,Cold,None,Gentle Hydrating Cleanser
U0881,18-24,Dry,Cyst,Moderate,All over face,Sometimes reacts,Parabens,Acne and breakouts,High,Medium,Hot,Luteal,Retinoid Treatment
U1443,13-17,Sensitive,Blackheads,Moderate,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Large pores,High,Medium,Cold,Follicular,Soothing Cleanser
U0624,13-17,Oily,Pustules,Mild,T-Zone (forehead/nose),Rarely reacts,Alcohol,Large pores,Low,Low,Hot,Follicular,Salicylic Acid Cleanser
U0346,13-17,Combination,Papules,Moderate,Jawline and chin,Rarely reacts,Fragrance,Anti-aging,High,Medium,Hot,Follicular,Niacinamide Serum
U1315,18-24,Sensitive,Blackheads,Mild,Jawline and chin,Often reacts,Sulfates,Anti-aging,Low,Medium,Hot,Ovulation,Soothing Cleanser
U0263,35-44,Dry,Blackheads,Mild,Jawline and chin,Often reacts,Alcohol,Dark spots/Uneven tone,Low,High,Cold,Menstrual,Soothing Cleanser
U0151,25-34,Normal,Cyst,Moderate,All over face,Often reacts,None,Acne and breakouts,Medium,High,Cold,Luteal,Retinoid Treatment
U0473,25-34,Oily,Cyst,Severe,Jawline and chin,Rarely reacts,Alcohol,Anti-aging,Low,High,Moderate,None,Retinoid Treatment
U0641,25-34,Sensitive,Cyst,Severe,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Dryness or flakiness,Medium,Medium,Cold,None,Retinoid Treatment
U0836,18-24,Oily,Blackheads,Mild,All over face,Often reacts,Sulfates,Dark spots/Uneven tone,High,High,Cold,Luteal,Soothing Cleanser
U1440,45+,Normal,Pustules,Moderate,All over face,Rarely reacts,None,Acne and breakouts,Medium,Medium,Cold,Menstrual,Niacinamide Serum
U0551,13-17,Dry,Pustules,Severe,Cheeks and jawline,Sometimes reacts,Parabens,Dark spots/Uneven tone,Low,High,Moderate,Follicular,Retinoid Treatment
U0929,35-44,Combination,Blackheads,Moderate,Jawline and chin,Rarely reacts,Alcohol,Acne and breakouts,High,Medium,Cold,Follicular,Niacinamide Serum
U0489,18-24,Oily,Blackheads,Mild,Jawline and chin,Rarely reacts,None,Anti-aging,High,Low,Moderate,Follicular,Niacinamide Serum
U1386,13-17,Oily,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Large pores,High,Medium,Cold,None,BHA Exfoliant
U1172,18-24,Dry,Pustules,Mild,Jawline and chin,Often reacts,Fragrance,Large pores,Medium,High,Moderate,None,Soothing Cleanser
U0147,25-34,Dry,Blackheads,Mild,T-Zone (forehead/nose),Rarely reacts,Sulfates,Oily/Shiny skin,Low,Medium,Hot,None,Gentle Hydrating Cleanser
U0403,25-34,Oily,Pustules,Moderate,Jawline and chin,Rarely reacts,Parabens,Dark spots/Uneven tone,Low,High,Cold,Ovulation,Niacinamide Serum
U0955,18-24,Oily,Pustules,Moderate,T-Zone (forehead/nose),Often reacts,Parabens,Large pores,Low,Low,Cold,Follicular,Soothing Cleanser
U1435,35-44,Combination,Blackheads,Mild,Jawline and chin,Often reacts,Sulfates,Anti-aging,High,Medium,Hot,Luteal,Soothing Cleanser
U0660,35-44,Combination,Pustules,Moderate,All over face,Often reacts,Alcohol,Dryness or flakiness,Low,Low,Moderate,None,Soothing Cleanser
U0464,35-44,Normal,Blackheads,Mild,All over face,Often reacts,Sulfates,Oily/Shiny skin,High,High,Cold,None,Soothing Cleanser
U0187,13-17,Normal,Cyst,Severe,Cheeks and jawline,Rarely reacts,Fragrance,Oily/Shiny skin,Medium,Low,Cold,None,Retinoid Treatment
U1148,45+,Oily,Papules,Mild,Jawline and chin,Rarely reacts,Sulfates,Acne and breakouts,Low,High,Hot,Menstrual,Niacinamide Serum
U1225,13-17,Normal,Blackheads,Mild,All over face,Rarely reacts,Fragrance,Anti-aging,High,Medium,Cold,Follicular,Gentle Hydrating Cleanser
U0609,35-44,Sensitive,Blackheads,Moderate,All over face,Often reacts,Parabens,Anti-aging,Medium,Low,Hot,Ovulation,Soothing Cleanser
U0144,13-17,Oily,Cyst,Severe,Cheeks and jawline,Sometimes reacts,None,Dark spots/Uneven tone,Low,Low,Moderate,Follicular,Benzoyl Peroxide Treatment
U0752,18-24,Oily,Pustules,Severe,Jawline and chin,Often reacts,Parabens,Large pores,Low,Low,Cold,Luteal,Retinoid Treatment
U0982,35-44,Combination,Cyst,Moderate,All over face,Often reacts,Fragrance,Anti-aging,Medium,High,Moderate,Follicular,Retinoid Treatment
U0198,13-17,Sensitive,Papules,Moderate,All over face,Often reacts,Alcohol,Large pores,Low,Low,Moderate,Follicular,Soothing Cleanser
U0884,45+,Dry,Cyst,Mild,All over face,Sometimes reacts,Sulfates,Anti-aging,High,High,Hot,Menstrual,Retinoid Treatment
U0280,13-17,Normal,Pustules,Severe,Jawline and chin,Often reacts,Sulfates,Oily/Shiny skin,Medium,High,Moderate,Follicular,Retinoid Treatment
U0294,45+,Dry,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Dark spots/Uneven tone,High,Medium,Moderate,None,Gentle Hydrating Cleanser
U1394,18-24,Sensitive,Blackheads,Moderate,Cheeks and jawline,Often reacts,Sulfates,Dryness or flakiness,Medium,Medium,Cold,Luteal,Soothing Cleanser
U0401,45+,Sensitive,Papules,Moderate,All over face,Sometimes reacts,Parabens,Dark spots/Uneven tone,High,Low,Hot,None,Soothing Cleanser
U0123,13-17,Dry,Pustules,Severe,Jawline and chin,Rarely reacts,Parabens,Large pores,Low,Medium,Moderate,Menstrual,Retinoid Treatment
U1208,45+,Sensitive,Pustules,Mild,Cheeks and jawline,Often reacts,Fragrance,Acne and breakouts,Medium,Low,Cold,Ovulation,Soothing Cleanser
U0203,13-17,Dry,Blackheads,Moderate,Cheeks and jawline,Often reacts,Fragrance,Large pores,Low,Medium,Hot,Luteal,Soothing Cleanser
U0247,35-44,Sensitive,Blackheads,Mild,Cheeks and jawline,Rarely reacts,None,Dark spots/Uneven tone,Low,Medium,Hot,Menstrual,Soothing Cleanser
U1466,13-17,Oily,Papules,Mild,Jawline and chin,Rarely reacts,Alcohol,Anti-aging,Medium,High,Cold,None,Niacinamide Serum
U1154,18-24,Oily,Blackheads,Moderate,Jawline and chin,Rarely reacts,Parabens,Dark spots/Uneven tone,Medium,Low,Hot,None,Niacinamide Serum
U0385,45+,Oily,Papules,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Acne and breakouts,Medium,High,Moderate,None,Salicylic Acid Cleanser
U1351,45+,Dry,Papules,Severe,Cheeks and jawline,Rarely reacts,Parabens,Acne and breakouts,Medium,Low,Hot,Follicular,Retinoid Treatment
U0855,18-24,Normal,Blackheads,Mild,Cheeks and jawline,Rarely reacts,Sulfates,Dryness or flakiness,Low,High,Hot,None,Gentle Hydrating Cleanser
